protein_id,algorithm,time,score,checked,placed,hash
0,bnb_dfs,53.61435103416443,-12,13,20386443,"[-1, -1, -1, 2, 1, 1, 2, 1, -2, 1, -2, 1, 2, 1, -2, 1, -2, -1, -1, -1, -2, -1, 2, -1]"
1,bnb_dfs,1.5328359603881836,-8,9,673410,"[-1, -2, 1, 1, 2, 1, 2, 2, -1, -2, -1, 2, -1, 2, 2, 2, -1, -2, -2, -2, -1, -2, 1, 1]"
2,bnb_dfs,55.10052490234375,-13,14,17687956,"[-1, -2, -1, -1, 2, 1, 2, 1, 1, 2, -1, 2, -1, -2, -1, -2, -1, -2, -1, 2, 2, 1, 2, 1]"
3,bnb_dfs,3.802706003189087,-8,9,1555021,"[-1, -1, 2, 2, 1, -2, 1, 1, -2, 1, -2, -1, -1, -2, -1, 2, -1, -1, 2, -1, 2, 1, 2, 2]"
4,bnb_dfs,1.3765628337860107,-9,10,579028,"[-1, -1, 2, 2, 2, -1, -2, -1, 2, -1, 2, 1, 2, 2, 1, -2, -2, 1, 1, -2, -2, 1, -2, -1]"
5,bnb_dfs,5.124468803405762,-7,8,1962090,"[-1, -1, 2, 2, -1, -1, 2, 2, -1, -2, -1, -2, 1, -2, -2, 1, 2, 1, -2, -2, 1, 1, 1, 1]"
6,bnb_dfs,31.07644248008728,-10,11,13100354,"[-1, -1, 2, 1, 1, 2, 2, -1, -2, -1, 2, -1, -2, -1, 2, -1, -2, -1, -2, 1, 1, -2, 1, 2]"
7,bnb_dfs,44.64003086090088,-10,11,17556328,"[-1, -1, 2, -1, 2, -1, -2, -2, 1, -2, -1, -1, -2, 1, 1, -2, 1, 2, 2, 1, -2, 1, -2, -1]"
8,bnb_dfs,5.395276069641113,-9,10,2065044,"[-1, -1, -1, 2, 2, -1, -2, -1, -1, -2, 1, 1, -2, 1, -2, 1, 2, 1, 1, -2, -1, -2, 1, 1]"
9,bnb_dfs,9.049229145050049,-12,13,3327366,"[-1, -1, 2, 2, 2, -1, -2, -2, -2, -2, -1, 2, 2, 2, 2, -1, -2, -1, -2, 1, -2, -2, -1, 2]"
10,bnb_dfs,57.712403297424316,-9,10,19564651,"[-1, -1, 2, 2, 2, 2, 1, 1, 2, 1, -2, 1, -2, 1, -2, -1, -1, 2, -1, -1, -2, -2, 1, 2]"
11,bnb_dfs,13.291632413864136,-10,11,5451389,"[-1, -1, 2, 2, 1, -2, 1, 2, 1, 2, 2, 1, -2, -2, 1, -2, -1, -1, -2, -2, 1, 1, 2, -1]"
12,bnb_dfs,9.932548522949219,-10,11,4082334,"[-1, -1, 2, 2, 1, -2, 1, 2, 2, 2, -1, 2, -1, 2, -1, 2, -1, -2, -2, 1, -2, 1, -2, 1]"
13,bnb_dfs,151.74435901641846,-10,10,52553743,"[-1, -1, 2, 2, 2, -1, -2, -1, -2, 1, -2, -2, 1, 1, 1, 1, 2, 2, -1, 2, 2, -1, -2, -2]"
14,bnb_dfs,35.52570915222168,-14,15,11686082,"[-1, -2, -1, 2, 2, 1, 2, -1, -1, 2, -1, -2, -1, -1, -2, 1, 1, 1, -2, -1, -1, -2, 1, 1]"
15,bnb_dfs,26.86455273628235,-6,7,9100697,"[-1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, -2, 1, -2, -1, -1, -2, 1, -2, -1, -2, 1, 1]"
16,bnb_dfs,0.8598482608795166,-8,9,304058,"[-1, -2, -1, -1, -2, 1, 1, 1, 2, 1, 2, 1, -2, -2, -1, -2, 1, 1, 2, 2, 2, 2, 2, 2]"
17,bnb_dfs,15.649864435195923,-11,12,5496130,"[-1, -1, 2, 1, 2, 1, -2, 1, 2, 2, -1, 2, -1, -2, -1, -2, -1, -2, -1, 2, 2, 1, 2, 1]"
18,bnb_dfs,3.1681597232818604,-8,9,1045993,"[-1, -1, 2, 2, 2, -1, 2, 2, -1, -1, -2, -2, 1, -2, 1, -2, -2, -1, 2, -1, 2, -1, 2, 2]"
